# BLASTP 2.17.0+
# Query: OMRGCv2f_11922010_1 [212 - 1072] [TARA OCEANS OM-RGCv2: [NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)]
# RID: G20BB3A3016
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 500 hits found
OMRGCv2f_11922010_1	A5UYW4.1	55.556	63	28	0	220	282	6	68	1.39e-17	85.1
OMRGCv2f_11922010_1	A7NS65.1	55.556	63	28	0	220	282	6	68	1.87e-17	84.7
OMRGCv2f_11922010_1	Q7NBW0.2	53.226	62	29	0	220	281	6	67	9.62e-16	79.7
OMRGCv2f_11922010_1	B0BTI6.1	56.250	64	27	1	220	282	5	68	2.25e-15	78.6
OMRGCv2f_11922010_1	A3N3J9.1	56.250	64	27	1	220	282	5	68	2.43e-15	78.6
OMRGCv2f_11922010_1	Q9HJ83.1	55.385	65	27	1	220	282	4	68	3.42e-15	78.2
OMRGCv2f_11922010_1	Q56237.2	50.000	62	31	0	220	281	6	67	7.13e-15	76.3
OMRGCv2f_11922010_1	B9MJZ0.1	53.125	64	29	1	220	282	6	69	8.16e-15	77.0
OMRGCv2f_11922010_1	O66921.1	51.613	62	30	0	220	281	8	69	1.02e-14	76.6
OMRGCv2f_11922010_1	P50027.1	53.521	71	32	1	213	282	1	71	1.18e-14	76.3
OMRGCv2f_11922010_1	B7IFE0.1	52.941	68	29	2	220	285	5	71	1.27e-14	76.6
OMRGCv2f_11922010_1	A4XKA5.1	53.125	64	29	1	220	282	6	69	1.33e-14	76.6
OMRGCv2f_11922010_1	Q97BG9.1	52.941	68	30	1	220	285	4	71	1.44e-14	76.3
OMRGCv2f_11922010_1	Q6L0S6.1	54.688	64	28	1	220	282	4	67	2.00e-14	75.9
OMRGCv2f_11922010_1	P43735.1	54.688	64	28	1	220	282	5	68	2.21e-14	75.9
OMRGCv2f_11922010_1	B8F7S3.1	54.688	64	28	1	220	282	5	68	3.00e-14	75.5
OMRGCv2f_11922010_1	Q03FR6.1	52.381	63	30	0	220	282	6	68	3.45e-14	75.1
OMRGCv2f_11922010_1	Q67S53.1	53.125	64	29	1	220	282	8	71	3.48e-14	75.1
OMRGCv2f_11922010_1	Q8CXD3.1	53.968	63	29	0	220	282	5	67	4.07e-14	75.1
OMRGCv2f_11922010_1	A6LRN5.1	53.125	64	29	1	220	282	5	68	5.52e-14	74.7
OMRGCv2f_11922010_1	B9DNJ9.1	52.381	63	30	0	220	282	5	67	5.79e-14	74.7
OMRGCv2f_11922010_1	A5UF67.1	53.125	64	29	1	220	282	5	68	5.98e-14	74.7
OMRGCv2f_11922010_1	Q4QJW5.1	53.125	64	29	1	220	282	5	68	6.13e-14	74.3
OMRGCv2f_11922010_1	Q5FWN8.1	49.231	65	31	1	220	282	3	67	6.54e-14	73.2
OMRGCv2f_11922010_1	Q9UDY4.1	53.968	63	29	0	220	282	4	66	6.65e-14	73.9
OMRGCv2f_11922010_1	Q5R8J8.1	53.968	63	29	0	220	282	4	66	6.97e-14	73.9
OMRGCv2f_11922010_1	A7I2G3.1	51.429	70	32	2	218	286	1	69	7.07e-14	74.3
OMRGCv2f_11922010_1	Q5F3Z5.1	50.000	70	32	2	220	287	3	71	7.29e-14	73.9
OMRGCv2f_11922010_1	Q4R7Y5.1	49.231	65	31	1	220	282	3	67	7.46e-14	72.8
OMRGCv2f_11922010_1	Q0III6.1	49.231	65	31	1	220	282	3	67	9.13e-14	72.4
OMRGCv2f_11922010_1	Q0I3V1.1	51.562	64	30	1	220	282	5	68	9.21e-14	73.9
OMRGCv2f_11922010_1	B0UWR3.1	51.562	64	30	1	220	282	5	68	9.47e-14	73.9
OMRGCv2f_11922010_1	Q74H58.1	54.688	64	28	1	220	282	7	70	9.84e-14	73.9
OMRGCv2f_11922010_1	B2TLZ8.1	54.688	64	28	1	220	282	5	68	1.01e-13	73.9
OMRGCv2f_11922010_1	B2V2I6.1	54.688	64	28	1	220	282	5	68	1.05e-13	73.9
OMRGCv2f_11922010_1	Q182E7.1	54.688	64	28	1	220	282	6	69	1.07e-13	73.9
OMRGCv2f_11922010_1	Q9KWS6.1	52.381	63	30	0	220	282	5	67	1.11e-13	73.6
OMRGCv2f_11922010_1	C5D4U0.1	52.381	63	30	0	220	282	5	67	1.13e-13	73.6
OMRGCv2f_11922010_1	Q74IT7.1	50.794	63	31	0	220	282	5	67	1.18e-13	73.6
OMRGCv2f_11922010_1	Q5SLW9.1	51.562	64	30	1	220	282	3	66	1.25e-13	73.6
OMRGCv2f_11922010_1	Q8RB67.1	53.125	64	29	1	220	282	5	68	1.25e-13	73.6
OMRGCv2f_11922010_1	Q72GN6.1	51.562	64	30	1	220	282	3	66	1.31e-13	73.2
OMRGCv2f_11922010_1	A5VJE8.1	52.381	63	30	0	220	282	5	67	1.34e-13	73.6
OMRGCv2f_11922010_1	O89114.1	50.794	63	31	0	220	282	4	66	1.53e-13	73.2
OMRGCv2f_11922010_1	Q5BIP8.1	50.794	63	31	0	220	282	4	66	1.55e-13	73.2
OMRGCv2f_11922010_1	Q45552.1	52.381	63	30	0	220	282	5	67	1.55e-13	73.2
OMRGCv2f_11922010_1	O75953.1	50.794	63	31	0	220	282	4	66	1.61e-13	73.2
OMRGCv2f_11922010_1	Q6P642.1	49.231	65	31	1	220	282	3	67	1.63e-13	71.6
OMRGCv2f_11922010_1	P97554.2	53.623	69	29	1	213	281	22	87	1.86e-13	71.2
OMRGCv2f_11922010_1	Q2KIT4.1	50.794	63	31	0	220	282	4	66	2.09e-13	72.8
OMRGCv2f_11922010_1	Q05646.1	52.381	63	30	0	220	282	6	68	2.19e-13	72.8
OMRGCv2f_11922010_1	Q8KCD8.1	51.562	64	30	1	220	282	4	67	2.45e-13	72.8
OMRGCv2f_11922010_1	Q5KWZ8.1	50.000	66	32	1	220	285	5	69	2.71e-13	72.8
OMRGCv2f_11922010_1	P48208.1	50.000	64	31	1	220	282	5	68	2.86e-13	72.4
OMRGCv2f_11922010_1	B1WVR2.1	49.206	63	32	0	220	282	4	66	2.90e-13	72.4
OMRGCv2f_11922010_1	B5YAR4.1	49.206	63	32	0	220	282	6	68	2.96e-13	72.4
OMRGCv2f_11922010_1	Q3AF07.1	51.562	64	30	1	220	282	4	67	3.05e-13	72.4
OMRGCv2f_11922010_1	B3EE31.1	50.000	64	31	1	220	282	4	67	3.14e-13	72.4
OMRGCv2f_11922010_1	P47265.1	47.826	69	30	1	220	282	7	75	3.84e-13	72.0
OMRGCv2f_11922010_1	C4K3I5.1	50.794	63	31	0	220	282	5	67	3.99e-13	72.0
OMRGCv2f_11922010_1	Q5R8H0.1	49.231	65	31	1	220	282	3	67	4.05e-13	71.6
OMRGCv2f_11922010_1	A7GT07.1	49.206	63	32	0	220	282	5	67	4.20e-13	72.0
OMRGCv2f_11922010_1	A6LJ63.1	49.231	65	31	1	220	282	5	69	4.22e-13	72.0
OMRGCv2f_11922010_1	Q96EY1.2	55.556	63	27	1	220	281	93	155	4.32e-13	72.4
OMRGCv2f_11922010_1	O75190.2	49.231	65	31	1	220	282	3	67	4.37e-13	71.6
OMRGCv2f_11922010_1	Q5R9A4.1	54.098	61	28	0	221	281	27	87	4.47e-13	70.1
OMRGCv2f_11922010_1	B8I304.1	51.562	64	30	1	220	282	6	69	4.98e-13	71.6
OMRGCv2f_11922010_1	A4IR30.1	48.485	66	33	1	220	285	5	69	5.02e-13	71.6
OMRGCv2f_11922010_1	Q9QYI7.1	46.269	67	34	1	218	282	1	67	5.24e-13	70.1
OMRGCv2f_11922010_1	B8CXL0.1	51.562	64	30	1	220	282	6	69	5.33e-13	71.6
