sampleC_part1	MT456024	8237	81.737	334	61	0	180	513	129	462	3.72e-103	390
sampleC_part1	MT456024	8237	96.875	64	1	1	51	114	1	63	1.51e-17	106
sampleC_part1	MT455062	8237	81.737	334	61	0	180	513	129	462	3.72e-103	390
sampleC_part1	MT455062	8237	96.875	64	1	1	51	114	1	63	1.51e-17	106
sampleC_part1	PX454683	8237	81.737	334	61	0	180	513	114	447	3.72e-103	390
sampleC_part1	PX454683	8237	97.959	49	0	1	66	114	1	48	7.07e-11	84.2
sampleC_part1	MG205134	8237	81.737	334	61	0	180	513	86	419	3.72e-103	390
sampleC_part1	MG204906	8237	81.737	334	61	0	180	513	86	419	3.72e-103	390
sampleC_part1	KY438800	2002828	81.737	334	61	0	180	513	79	412	3.72e-103	390
sampleC_part1	KY176667	8237	81.737	334	61	0	180	513	116	449	3.72e-103	390
sampleC_part1	KY176667	8237	98.039	51	0	1	64	114	1	50	5.47e-12	87.9
sampleC_part1	LN908920	8237	81.737	334	61	0	180	513	123	456	3.72e-103	390
sampleC_part1	LN908920	8237	98.276	58	0	1	57	114	1	57	7.02e-16	100
sampleC_part1	KU168655	8237	81.737	334	61	0	180	513	114	447	3.72e-103	390
sampleC_part1	KU168618	8237	81.737	334	61	0	180	513	92	425	3.72e-103	390
sampleC_part1	KT352981	8237	81.737	334	61	0	180	513	114	447	3.72e-103	390
sampleC_part1	KT352981	8237	97.959	49	0	1	66	114	1	48	7.07e-11	84.2
sampleC_part1	KT352979	8237	81.737	334	61	0	180	513	106	439	3.72e-103	390
sampleC_part1	KT352979	8237	97.561	41	0	1	74	114	1	40	1.98e-06	69.4
sampleC_part1	KT003923	8237	81.737	334	61	0	180	513	97	430	3.72e-103	390
sampleC_part1	KT003910	8237	81.737	334	61	0	180	513	95	428	3.72e-103	390
sampleC_part1	KT003909	8237	81.737	334	61	0	180	513	95	428	3.72e-103	390
sampleC_part1	KT074150	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074130	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074127	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074126	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074122	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074108	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074106	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KT074103	8237	81.737	334	61	0	180	513	94	427	3.72e-103	390
sampleC_part1	KP975912	8237	81.737	334	61	0	180	513	128	461	3.72e-103	390
sampleC_part1	KP975912	8237	98.413	63	0	1	52	114	1	62	1.17e-18	110
sampleC_part1	MW829639	8237	81.737	334	61	0	180	513	115	448	3.72e-103	390
sampleC_part1	MW829639	8237	98.000	50	0	1	65	114	1	49	1.97e-11	86.1
sampleC_part1	KF906720	8237	81.737	334	61	0	180	513	5654	5987	3.72e-103	390
sampleC_part1	KF906720	8237	98.750	80	0	1	35	114	5510	5588	4.14e-28	141
sampleC_part1	MZ317434	8237	81.737	334	61	0	180	513	104	437	3.72e-103	390
sampleC_part1	MZ317434	8237	97.436	39	0	1	76	114	1	38	2.56e-05	65.8
sampleC_part1	KC501693	8237	81.737	334	61	0	180	513	128	461	3.72e-103	390
sampleC_part1	KC501693	8237	98.413	63	0	1	52	114	1	62	1.17e-18	110
sampleC_part1	KC015961	8237	81.737	334	61	0	180	513	129	462	3.72e-103	390
sampleC_part1	KC015961	8237	98.438	64	0	1	51	114	1	63	3.24e-19	111
sampleC_part1	MT037170	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037169	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037168	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037167	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037166	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037165	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037164	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037163	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037162	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037161	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037160	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037159	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037158	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037156	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037155	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037154	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037153	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037152	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037151	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037150	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
sampleC_part1	MT037149	8237	81.737	334	61	0	180	513	61	394	3.72e-103	390
