sampleC_part1	KF369191	1400839	81.138	334	63	0	180	513	121	454	7.23e-100	379
sampleC_part1	KJ531382	1471020	81.138	334	63	0	180	513	129	462	7.23e-100	379
sampleC_part1	KT719293	1719343	81.138	334	63	0	180	513	69	402	7.23e-100	379
sampleC_part1	KY018834	1965038	81.138	334	63	0	180	513	92	425	7.23e-100	379
sampleC_part1	KY438800	2002828	81.737	334	61	0	180	513	79	412	3.34e-103	390
sampleC_part1	MG204905	2136786	81.138	334	63	0	180	513	58	391	7.23e-100	379
sampleC_part1	MK567334	2599397	81.138	334	63	0	180	513	110	443	7.23e-100	379
sampleC_part1	OP089836	2966647;3064506	80.838	334	64	0	180	513	132	465	3.36e-98	374
sampleC_part1	KY676041	48169	81.138	334	63	0	180	513	78	411	7.23e-100	379
sampleC_part1	MW826614	8030	81.138	334	63	0	180	513	106	439	7.23e-100	379
sampleC_part1	MZ892564	8236	81.437	334	62	0	180	513	129	462	1.55e-101	385
sampleC_part1	PV828818	8236;8241	81.138	334	63	0	180	513	59	392	7.23e-100	379
sampleC_part1	DQ107585	8237	81.737	334	61	0	180	513	129	462	3.34e-103	390
sampleC_part1	JN097817	8238	81.737	334	61	0	180	513	154	487	3.34e-103	390
sampleC_part1	PP661813	8239	81.138	334	63	0	180	513	20	353	7.23e-100	379
sampleC_part1	KF528372	8240	81.138	334	63	0	180	513	129	462	7.23e-100	379
sampleC_part1	KF463146	8241	81.437	334	62	0	180	513	129	462	1.55e-101	385
sampleC_part1	AB097669	8242	81.737	334	61	0	180	513	6518	6851	3.34e-103	390
