sampleA_part_2	OP205215	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205212	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205211	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205206	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205204	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205203	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205202	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205199	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205194	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205193	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	NC_006931	302098	99.605	506	2	0	1	506	5886	6391	0.0	926
sampleA_part_2	OP205207	302098	99.407	506	3	0	1	506	5886	6391	0.0	920
sampleA_part_2	OP205201	302098	99.407	506	3	0	1	506	5886	6391	0.0	920
sampleA_part_2	OP205200	302098	99.407	506	3	0	1	506	5886	6391	0.0	920
sampleA_part_2	OP205192	302098	99.407	506	3	0	1	506	5886	6391	0.0	920
sampleA_part_2	MF459656	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205218	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205217	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205213	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205210	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205205	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205198	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205197	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205196	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205195	302098	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205191	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205190	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205189	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205187	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205185	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205184	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205183	27606	99.209	506	4	0	1	506	5886	6391	0.0	915
sampleA_part_2	OP205174	160595	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	OP205169	160595	99.209	506	4	0	1	506	5885	6390	0.0	915
sampleA_part_2	DQ095154	27606	99.209	506	4	0	1	506	526	1031	0.0	915
sampleA_part_2	OP205188	27606	99.012	506	5	0	1	506	5886	6391	0.0	909
sampleA_part_2	OP205186	27606	99.012	506	5	0	1	506	5886	6391	0.0	909
sampleA_part_2	OP205181	27606	99.012	506	5	0	1	506	5886	6391	0.0	909
sampleA_part_2	OP205178	160595	99.012	506	5	0	1	506	5885	6390	0.0	909
sampleA_part_2	OP205177	160595	99.012	506	5	0	1	506	5885	6390	0.0	909
