sampleA_part3	NC_006931	302098	93.352	361	24	0	141	501	6551	6911	7.03e-160	579	302098	Eubalaena japonica	species
sampleA_part3	DQ095154	27606	93.075	361	25	0	141	501	1191	1551	3.27e-158	573	27606	Eubalaena glacialis	species
sampleA_part3	DQ095155	160595	93.075	361	25	0	141	501	1191	1551	3.27e-158	573	160595	Eubalaena australis	species
sampleA_part3	MN124685	27602	89.779	362	35	2	141	501	6555	6915	3.37e-138	507	27602	Balaena mysticetus	species
sampleA_part3	MF409245	9764	85.556	360	52	0	142	501	6562	6921	1.25e-112	422	9764	Eschrichtius robustus	species
sampleA_part3	AB201259	255365	85.000	360	54	0	142	501	6559	6918	2.71e-109	411	255365	Balaenoptera brydei	species
sampleA_part3	NC_006926	33556	84.765	361	55	0	141	501	6560	6920	3.51e-108	407	33556	Balaenoptera bonaerensis	species
sampleA_part3	MF409248	9768	84.488	361	56	0	141	501	6559	6919	1.63e-106	401	9768	Balaenoptera borealis	species
sampleA_part3	NC_007938	9769	84.167	360	57	0	142	501	6557	6916	2.73e-104	394	9769	Balaenoptera edeni	species
sampleA_part3	PQ997938	2746895	84.167	360	57	0	142	501	6558	6917	2.73e-104	394	2746895	Balaenoptera ricei	species
