sampleC_part3	JN086149	8237	89.169	397	43	0	1	397	6525	6921	1.18e-157	571	8237	Thunnus thynnus	species
sampleC_part3	JN086150	8240	88.889	396	44	0	2	397	6526	6921	1.97e-155	564	8240	Thunnus maccoyii	species
sampleC_part3	GU799567	8241	88.413	397	46	0	1	397	1050	1446	1.19e-152	555	8241	Thunnus obesus	species
sampleC_part3	GU799568	48169	88.413	397	46	0	1	397	1050	1446	1.19e-152	555	48169	Thunnus tonggol	species
sampleC_part3	KM588080	8236	88.413	397	46	0	1	397	6526	6922	1.19e-152	555	8236	Thunnus albacares	species
sampleC_part3	KU955343	48168	88.161	397	47	0	1	397	6526	6922	5.53e-151	549	48168	Thunnus atlanticus	species
sampleC_part3	KR023718	8235	87.374	396	50	0	2	397	24	419	2.00e-145	531	8235	Thunnus alalunga	species
sampleC_part3	GU256524	8238	86.835	395	52	0	2	396	7391	7785	1.56e-141	518	8238	Thunnus orientalis	species
sampleC_part3	NC_005313	217026	82.828	396	68	0	2	397	7367	7762	2.09e-115	431	217026	Auxis rochei	species
sampleC_part3	NC_052756	8232	80.253	395	78	0	2	396	6526	6920	3.57e-98	374	8232	Sarda sarda	species
